userName	difficulty	solved	board	generateTime	lastSaved	elapsedTime
john	Normal	Solved	[[(SudokuDigit {getDigit = 3},Answer),(SudokuDigit {getDigit = 8},Question),(SudokuDigit {getDigit = 5},Question),(SudokuDigit {getDigit = 2},Answer),(SudokuDigit {getDigit = 1},Answer),(SudokuDigit {getDigit = 9},Question),(SudokuDigit {getDigit = 4},Answer),(SudokuDigit {getDigit = 6},Answer),(SudokuDigit {getDigit = 7},Question)],[(SudokuDigit {getDigit = 4},Question),(SudokuDigit {getDigit = 7},Answer),(SudokuDigit {getDigit = 1},Answer),(SudokuDigit {getDigit = 6},Answer),(SudokuDigit {getDigit = 3},Question),(SudokuDigit {getDigit = 5},Answer),(SudokuDigit {getDigit = 8},Question),(SudokuDigit {getDigit = 2},Answer),(SudokuDigit {getDigit = 9},Answer)],[(SudokuDigit {getDigit = 2},Question),(SudokuDigit {getDigit = 9},Answer),(SudokuDigit {getDigit = 6},Answer),(SudokuDigit {getDigit = 7},Question),(SudokuDigit {getDigit = 4},Question),(SudokuDigit {getDigit = 8},Question),(SudokuDigit {getDigit = 3},Answer),(SudokuDigit {getDigit = 1},Question),(SudokuDigit {getDigit = 5},Question)],[(SudokuDigit {getDigit = 7},Answer),(SudokuDigit {getDigit = 2},Answer),(SudokuDigit {getDigit = 8},Answer),(SudokuDigit {getDigit = 3},Answer),(SudokuDigit {getDigit = 6},Answer),(SudokuDigit {getDigit = 4},Question),(SudokuDigit {getDigit = 5},Question),(SudokuDigit {getDigit = 9},Question),(SudokuDigit {getDigit = 1},Question)],[(SudokuDigit {getDigit = 6},Question),(SudokuDigit {getDigit = 1},Answer),(SudokuDigit {getDigit = 9},Question),(SudokuDigit {getDigit = 8},Answer),(SudokuDigit {getDigit = 5},Question),(SudokuDigit {getDigit = 7},Answer),(SudokuDigit {getDigit = 2},Answer),(SudokuDigit {getDigit = 3},Answer),(SudokuDigit {getDigit = 4},Answer)],[(SudokuDigit {getDigit = 5},Question),(SudokuDigit {getDigit = 4},Question),(SudokuDigit {getDigit = 3},Question),(SudokuDigit {getDigit = 1},Question),(SudokuDigit {getDigit = 9},Answer),(SudokuDigit {getDigit = 2},Question),(SudokuDigit {getDigit = 7},Question),(SudokuDigit {getDigit = 8},Answer),(SudokuDigit {getDigit = 6},Question)],[(SudokuDigit {getDigit = 1},Answer),(SudokuDigit {getDigit = 6},Answer),(SudokuDigit {getDigit = 4},Question),(SudokuDigit {getDigit = 5},CurrentAnswer),(SudokuDigit {getDigit = 8},Question),(SudokuDigit {getDigit = 3},Answer),(SudokuDigit {getDigit = 9},Answer),(SudokuDigit {getDigit = 7},Answer),(SudokuDigit {getDigit = 2},Question)],[(SudokuDigit {getDigit = 9},Question),(SudokuDigit {getDigit = 3},Answer),(SudokuDigit {getDigit = 7},Question),(SudokuDigit {getDigit = 4},Question),(SudokuDigit {getDigit = 2},Answer),(SudokuDigit {getDigit = 1},Answer),(SudokuDigit {getDigit = 6},Question),(SudokuDigit {getDigit = 5},Question),(SudokuDigit {getDigit = 8},Answer)],[(SudokuDigit {getDigit = 8},Question),(SudokuDigit {getDigit = 5},Answer),(SudokuDigit {getDigit = 2},Answer),(SudokuDigit {getDigit = 9},Question),(SudokuDigit {getDigit = 7},Question),(SudokuDigit {getDigit = 6},Answer),(SudokuDigit {getDigit = 1},Question),(SudokuDigit {getDigit = 4},Answer),(SudokuDigit {getDigit = 3},Question)]]	2025-01-06 02:44:11.34314 UTC	2025-01-06 16:00:00.708871 UTC	10.232571s
ava	Hard	Unsolved	[[(SudokuDigit {getDigit = 0},CurrentAnswer),(SudokuDigit {getDigit = 4},Question),(SudokuDigit {getDigit = 0},Answer),(SudokuDigit {getDigit = 0},Answer),(SudokuDigit {getDigit = 0},Answer),(SudokuDigit {getDigit = 0},Answer),(SudokuDigit {getDigit = 0},Answer),(SudokuDigit {getDigit = 0},Answer),(SudokuDigit {getDigit = 0},Answer)],[(SudokuDigit {getDigit = 8},Question),(SudokuDigit {getDigit = 0},Answer),(SudokuDigit {getDigit = 0},Answer),(SudokuDigit {getDigit = 0},Answer),(SudokuDigit {getDigit = 0},Answer),(SudokuDigit {getDigit = 0},Answer),(SudokuDigit {getDigit = 7},Question),(SudokuDigit {getDigit = 0},Answer),(SudokuDigit {getDigit = 0},Answer)],[(SudokuDigit {getDigit = 0},Answer),(SudokuDigit {getDigit = 0},Answer),(SudokuDigit {getDigit = 0},Answer),(SudokuDigit {getDigit = 0},Answer),(SudokuDigit {getDigit = 0},Answer),(SudokuDigit {getDigit = 0},Answer),(SudokuDigit {getDigit = 0},Answer),(SudokuDigit {getDigit = 0},Answer),(SudokuDigit {getDigit = 4},Question)],[(SudokuDigit {getDigit = 0},Answer),(SudokuDigit {getDigit = 0},Answer),(SudokuDigit {getDigit = 0},Answer),(SudokuDigit {getDigit = 6},Question),(SudokuDigit {getDigit = 0},Answer),(SudokuDigit {getDigit = 5},Question),(SudokuDigit {getDigit = 0},Answer),(SudokuDigit {getDigit = 0},Answer),(SudokuDigit {getDigit = 0},Answer)],[(SudokuDigit {getDigit = 0},Answer),(SudokuDigit {getDigit = 0},Answer),(SudokuDigit {getDigit = 8},Question),(SudokuDigit {getDigit = 0},Answer),(SudokuDigit {getDigit = 0},Answer),(SudokuDigit {getDigit = 0},Answer),(SudokuDigit {getDigit = 0},Answer),(SudokuDigit {getDigit = 0},Answer),(SudokuDigit {getDigit = 3},Question)],[(SudokuDigit {getDigit = 0},Answer),(SudokuDigit {getDigit = 0},Answer),(SudokuDigit {getDigit = 0},Answer),(SudokuDigit {getDigit = 8},Question),(SudokuDigit {getDigit = 0},Answer),(SudokuDigit {getDigit = 0},Answer),(SudokuDigit {getDigit = 0},Answer),(SudokuDigit {getDigit = 0},Answer),(SudokuDigit {getDigit = 0},Answer)],[(SudokuDigit {getDigit = 0},Answer),(SudokuDigit {getDigit = 0},Answer),(SudokuDigit {getDigit = 0},Answer),(SudokuDigit {getDigit = 0},Answer),(SudokuDigit {getDigit = 0},Answer),(SudokuDigit {getDigit = 0},Answer),(SudokuDigit {getDigit = 0},Answer),(SudokuDigit {getDigit = 0},Answer),(SudokuDigit {getDigit = 0},Answer)],[(SudokuDigit {getDigit = 0},Answer),(SudokuDigit {getDigit = 0},Answer),(SudokuDigit {getDigit = 0},Answer),(SudokuDigit {getDigit = 0},Answer),(SudokuDigit {getDigit = 0},Answer),(SudokuDigit {getDigit = 0},Answer),(SudokuDigit {getDigit = 5},Question),(SudokuDigit {getDigit = 0},Answer),(SudokuDigit {getDigit = 0},Answer)],[(SudokuDigit {getDigit = 0},Answer),(SudokuDigit {getDigit = 0},Answer),(SudokuDigit {getDigit = 0},Answer),(SudokuDigit {getDigit = 0},Answer),(SudokuDigit {getDigit = 0},Answer),(SudokuDigit {getDigit = 0},Answer),(SudokuDigit {getDigit = 4},Question),(SudokuDigit {getDigit = 0},Answer),(SudokuDigit {getDigit = 8},Question)]]	2025-01-06 03:00:16.243322 UTC	2025-01-10 12:54:16.524796 UTC	420.985951s
max	Normal	Unsolved	[[(SudokuDigit {getDigit = 0},CurrentAnswer),(SudokuDigit {getDigit = 3},Question),(SudokuDigit {getDigit = 7},Question),(SudokuDigit {getDigit = 0},Answer),(SudokuDigit {getDigit = 6},Question),(SudokuDigit {getDigit = 0},Answer),(SudokuDigit {getDigit = 0},Answer),(SudokuDigit {getDigit = 2},Question),(SudokuDigit {getDigit = 9},Question)],[(SudokuDigit {getDigit = 2},Question),(SudokuDigit {getDigit = 0},Answer),(SudokuDigit {getDigit = 0},Answer),(SudokuDigit {getDigit = 0},Answer),(SudokuDigit {getDigit = 0},Answer),(SudokuDigit {getDigit = 0},Answer),(SudokuDigit {getDigit = 0},Answer),(SudokuDigit {getDigit = 0},Answer),(SudokuDigit {getDigit = 8},Question)],[(SudokuDigit {getDigit = 0},Answer),(SudokuDigit {getDigit = 9},Question),(SudokuDigit {getDigit = 5},Question),(SudokuDigit {getDigit = 8},Question),(SudokuDigit {getDigit = 4},Question),(SudokuDigit {getDigit = 2},Question),(SudokuDigit {getDigit = 0},Answer),(SudokuDigit {getDigit = 0},Answer),(SudokuDigit {getDigit = 7},Question)],[(SudokuDigit {getDigit = 0},Answer),(SudokuDigit {getDigit = 0},Answer),(SudokuDigit {getDigit = 2},Question),(SudokuDigit {getDigit = 7},Question),(SudokuDigit {getDigit = 0},Answer),(SudokuDigit {getDigit = 8},Question),(SudokuDigit {getDigit = 6},Question),(SudokuDigit {getDigit = 9},Question),(SudokuDigit {getDigit = 5},Question)],[(SudokuDigit {getDigit = 0},Answer),(SudokuDigit {getDigit = 7},Question),(SudokuDigit {getDigit = 1},Question),(SudokuDigit {getDigit = 6},Question),(SudokuDigit {getDigit = 0},Answer),(SudokuDigit {getDigit = 0},Answer),(SudokuDigit {getDigit = 0},Answer),(SudokuDigit {getDigit = 0},Answer),(SudokuDigit {getDigit = 0},Answer)],[(SudokuDigit {getDigit = 0},Answer),(SudokuDigit {getDigit = 0},Answer),(SudokuDigit {getDigit = 6},Question),(SudokuDigit {getDigit = 0},Answer),(SudokuDigit {getDigit = 0},Answer),(SudokuDigit {getDigit = 9},Question),(SudokuDigit {getDigit = 0},Answer),(SudokuDigit {getDigit = 1},Question),(SudokuDigit {getDigit = 0},Answer)],[(SudokuDigit {getDigit = 1},Question),(SudokuDigit {getDigit = 0},Answer),(SudokuDigit {getDigit = 3},Question),(SudokuDigit {getDigit = 0},Answer),(SudokuDigit {getDigit = 8},Question),(SudokuDigit {getDigit = 7},Question),(SudokuDigit {getDigit = 9},Question),(SudokuDigit {getDigit = 5},Question),(SudokuDigit {getDigit = 6},Question)],[(SudokuDigit {getDigit = 0},Answer),(SudokuDigit {getDigit = 0},Answer),(SudokuDigit {getDigit = 8},Question),(SudokuDigit {getDigit = 0},Answer),(SudokuDigit {getDigit = 9},Question),(SudokuDigit {getDigit = 6},Question),(SudokuDigit {getDigit = 0},Answer),(SudokuDigit {getDigit = 7},Question),(SudokuDigit {getDigit = 1},Question)],[(SudokuDigit {getDigit = 0},Answer),(SudokuDigit {getDigit = 0},Answer),(SudokuDigit {getDigit = 9},Question),(SudokuDigit {getDigit = 0},Answer),(SudokuDigit {getDigit = 0},Answer),(SudokuDigit {getDigit = 1},Question),(SudokuDigit {getDigit = 0},Answer),(SudokuDigit {getDigit = 0},Answer),(SudokuDigit {getDigit = 0},Answer)]]	2025-01-06 03:02:09.340032 UTC	2025-01-06 03:07:57.374856 UTC	5.706287s
zoe	Normal	Unsolved	[[(SudokuDigit {getDigit = 0},CurrentAnswer),(SudokuDigit {getDigit = 2},Question),(SudokuDigit {getDigit = 1},Question),(SudokuDigit {getDigit = 0},Answer),(SudokuDigit {getDigit = 8},Question),(SudokuDigit {getDigit = 4},Question),(SudokuDigit {getDigit = 0},Answer),(SudokuDigit {getDigit = 0},Answer),(SudokuDigit {getDigit = 0},Answer)],[(SudokuDigit {getDigit = 0},Answer),(SudokuDigit {getDigit = 0},Answer),(SudokuDigit {getDigit = 9},Question),(SudokuDigit {getDigit = 2},Question),(SudokuDigit {getDigit = 6},Question),(SudokuDigit {getDigit = 0},Answer),(SudokuDigit {getDigit = 0},Answer),(SudokuDigit {getDigit = 5},Question),(SudokuDigit {getDigit = 1},Question)],[(SudokuDigit {getDigit = 0},Answer),(SudokuDigit {getDigit = 0},Answer),(SudokuDigit {getDigit = 0},Answer),(SudokuDigit {getDigit = 1},Question),(SudokuDigit {getDigit = 0},Answer),(SudokuDigit {getDigit = 0},Answer),(SudokuDigit {getDigit = 8},Question),(SudokuDigit {getDigit = 4},Question),(SudokuDigit {getDigit = 2},Question)],[(SudokuDigit {getDigit = 0},Answer),(SudokuDigit {getDigit = 9},Question),(SudokuDigit {getDigit = 0},Answer),(SudokuDigit {getDigit = 0},Answer),(SudokuDigit {getDigit = 7},Question),(SudokuDigit {getDigit = 0},Answer),(SudokuDigit {getDigit = 1},Question),(SudokuDigit {getDigit = 0},Answer),(SudokuDigit {getDigit = 4},Question)],[(SudokuDigit {getDigit = 0},Answer),(SudokuDigit {getDigit = 6},Question),(SudokuDigit {getDigit = 0},Answer),(SudokuDigit {getDigit = 3},Question),(SudokuDigit {getDigit = 1},Question),(SudokuDigit {getDigit = 0},Answer),(SudokuDigit {getDigit = 0},Answer),(SudokuDigit {getDigit = 0},Answer),(SudokuDigit {getDigit = 7},Question)],[(SudokuDigit {getDigit = 1},Question),(SudokuDigit {getDigit = 7},Question),(SudokuDigit {getDigit = 0},Answer),(SudokuDigit {getDigit = 4},Question),(SudokuDigit {getDigit = 0},Answer),(SudokuDigit {getDigit = 6},Question),(SudokuDigit {getDigit = 0},Answer),(SudokuDigit {getDigit = 2},Question),(SudokuDigit {getDigit = 0},Answer)],[(SudokuDigit {getDigit = 7},Question),(SudokuDigit {getDigit = 1},Question),(SudokuDigit {getDigit = 0},Answer),(SudokuDigit {getDigit = 5},Question),(SudokuDigit {getDigit = 0},Answer),(SudokuDigit {getDigit = 8},Question),(SudokuDigit {getDigit = 0},Answer),(SudokuDigit {getDigit = 0},Answer),(SudokuDigit {getDigit = 0},Answer)],[(SudokuDigit {getDigit = 0},Answer),(SudokuDigit {getDigit = 0},Answer),(SudokuDigit {getDigit = 0},Answer),(SudokuDigit {getDigit = 0},Answer),(SudokuDigit {getDigit = 4},Question),(SudokuDigit {getDigit = 1},Question),(SudokuDigit {getDigit = 2},Question),(SudokuDigit {getDigit = 7},Question),(SudokuDigit {getDigit = 8},Question)],[(SudokuDigit {getDigit = 2},Question),(SudokuDigit {getDigit = 8},Question),(SudokuDigit {getDigit = 4},Question),(SudokuDigit {getDigit = 0},Answer),(SudokuDigit {getDigit = 0},Answer),(SudokuDigit {getDigit = 0},Answer),(SudokuDigit {getDigit = 6},Question),(SudokuDigit {getDigit = 1},Question),(SudokuDigit {getDigit = 0},Answer)]]	2025-01-06 03:28:11.181658 UTC	2025-01-06 03:28:43.499303 UTC	29.220357s
mia	Easy	Unsolved	[[(SudokuDigit {getDigit = 3},CurrentQuestion),(SudokuDigit {getDigit = 2},Question),(SudokuDigit {getDigit = 6},Question),(SudokuDigit {getDigit = 5},Question),(SudokuDigit {getDigit = 9},Question),(SudokuDigit {getDigit = 4},Question),(SudokuDigit {getDigit = 7},Question),(SudokuDigit {getDigit = 1},Question),(SudokuDigit {getDigit = 0},Answer)],[(SudokuDigit {getDigit = 1},Question),(SudokuDigit {getDigit = 0},Answer),(SudokuDigit {getDigit = 5},Question),(SudokuDigit {getDigit = 2},Question),(SudokuDigit {getDigit = 7},Question),(SudokuDigit {getDigit = 0},Answer),(SudokuDigit {getDigit = 3},Question),(SudokuDigit {getDigit = 4},Question),(SudokuDigit {getDigit = 6},Question)],[(SudokuDigit {getDigit = 8},Question),(SudokuDigit {getDigit = 7},Question),(SudokuDigit {getDigit = 0},Answer),(SudokuDigit {getDigit = 1},Question),(SudokuDigit {getDigit = 6},Question),(SudokuDigit {getDigit = 3},Question),(SudokuDigit {getDigit = 2},Question),(SudokuDigit {getDigit = 5},Question),(SudokuDigit {getDigit = 0},Answer)],[(SudokuDigit {getDigit = 0},Answer),(SudokuDigit {getDigit = 3},Question),(SudokuDigit {getDigit = 1},Question),(SudokuDigit {getDigit = 0},Answer),(SudokuDigit {getDigit = 4},Question),(SudokuDigit {getDigit = 9},Question),(SudokuDigit {getDigit = 8},Question),(SudokuDigit {getDigit = 7},Question),(SudokuDigit {getDigit = 0},Answer)],[(SudokuDigit {getDigit = 7},Question),(SudokuDigit {getDigit = 4},Question),(SudokuDigit {getDigit = 9},Question),(SudokuDigit {getDigit = 8},Question),(SudokuDigit {getDigit = 0},Answer),(SudokuDigit {getDigit = 0},Answer),(SudokuDigit {getDigit = 1},Question),(SudokuDigit {getDigit = 0},Answer),(SudokuDigit {getDigit = 3},Question)],[(SudokuDigit {getDigit = 6},Question),(SudokuDigit {getDigit = 8},Question),(SudokuDigit {getDigit = 0},Answer),(SudokuDigit {getDigit = 3},Question),(SudokuDigit {getDigit = 1},Question),(SudokuDigit {getDigit = 7},Question),(SudokuDigit {getDigit = 4},Question),(SudokuDigit {getDigit = 9},Question),(SudokuDigit {getDigit = 5},Question)],[(SudokuDigit {getDigit = 2},Question),(SudokuDigit {getDigit = 5},Question),(SudokuDigit {getDigit = 7},Question),(SudokuDigit {getDigit = 4},Question),(SudokuDigit {getDigit = 3},Question),(SudokuDigit {getDigit = 0},Answer),(SudokuDigit {getDigit = 9},Question),(SudokuDigit {getDigit = 8},Question),(SudokuDigit {getDigit = 0},Answer)],[(SudokuDigit {getDigit = 4},Question),(SudokuDigit {getDigit = 0},Answer),(SudokuDigit {getDigit = 0},Answer),(SudokuDigit {getDigit = 9},Question),(SudokuDigit {getDigit = 5},Question),(SudokuDigit {getDigit = 2},Question),(SudokuDigit {getDigit = 0},Answer),(SudokuDigit {getDigit = 3},Question),(SudokuDigit {getDigit = 7},Question)],[(SudokuDigit {getDigit = 0},Answer),(SudokuDigit {getDigit = 6},Question),(SudokuDigit {getDigit = 3},Question),(SudokuDigit {getDigit = 0},Answer),(SudokuDigit {getDigit = 8},Question),(SudokuDigit {getDigit = 1},Question),(SudokuDigit {getDigit = 5},Question),(SudokuDigit {getDigit = 0},Answer),(SudokuDigit {getDigit = 4},Question)]]	2025-01-06 14:36:29.602065 UTC	2025-01-06 14:36:36.716825 UTC	7.11477s
gigi	Easy	Unsolved	[[(SudokuDigit {getDigit = 8},Question),(SudokuDigit {getDigit = 1},Question),(SudokuDigit {getDigit = 3},Question),(SudokuDigit {getDigit = 2},Question),(SudokuDigit {getDigit = 0},CurrentAnswer),(SudokuDigit {getDigit = 4},Question),(SudokuDigit {getDigit = 0},Answer),(SudokuDigit {getDigit = 6},Question),(SudokuDigit {getDigit = 7},Question)],[(SudokuDigit {getDigit = 9},Question),(SudokuDigit {getDigit = 5},Question),(SudokuDigit {getDigit = 0},Answer),(SudokuDigit {getDigit = 3},Question),(SudokuDigit {getDigit = 7},Question),(SudokuDigit {getDigit = 1},Question),(SudokuDigit {getDigit = 0},Answer),(SudokuDigit {getDigit = 4},Question),(SudokuDigit {getDigit = 2},Question)],[(SudokuDigit {getDigit = 7},Question),(SudokuDigit {getDigit = 2},Question),(SudokuDigit {getDigit = 0},Answer),(SudokuDigit {getDigit = 6},Question),(SudokuDigit {getDigit = 8},Question),(SudokuDigit {getDigit = 0},Answer),(SudokuDigit {getDigit = 0},Answer),(SudokuDigit {getDigit = 1},Question),(SudokuDigit {getDigit = 5},Question)],[(SudokuDigit {getDigit = 2},Question),(SudokuDigit {getDigit = 6},Question),(SudokuDigit {getDigit = 5},Question),(SudokuDigit {getDigit = 8},Question),(SudokuDigit {getDigit = 1},Question),(SudokuDigit {getDigit = 7},Question),(SudokuDigit {getDigit = 0},Answer),(SudokuDigit {getDigit = 3},Question),(SudokuDigit {getDigit = 9},Question)],[(SudokuDigit {getDigit = 0},Answer),(SudokuDigit {getDigit = 3},Question),(SudokuDigit {getDigit = 0},Answer),(SudokuDigit {getDigit = 0},Answer),(SudokuDigit {getDigit = 6},Question),(SudokuDigit {getDigit = 2},Question),(SudokuDigit {getDigit = 0},Answer),(SudokuDigit {getDigit = 5},Question),(SudokuDigit {getDigit = 1},Question)],[(SudokuDigit {getDigit = 1},Question),(SudokuDigit {getDigit = 0},Answer),(SudokuDigit {getDigit = 9},Question),(SudokuDigit {getDigit = 5},Question),(SudokuDigit {getDigit = 4},Question),(SudokuDigit {getDigit = 3},Question),(SudokuDigit {getDigit = 6},Question),(SudokuDigit {getDigit = 0},Answer),(SudokuDigit {getDigit = 8},Question)],[(SudokuDigit {getDigit = 6},Question),(SudokuDigit {getDigit = 9},Question),(SudokuDigit {getDigit = 0},Answer),(SudokuDigit {getDigit = 7},Question),(SudokuDigit {getDigit = 3},Question),(SudokuDigit {getDigit = 0},Answer),(SudokuDigit {getDigit = 2},Question),(SudokuDigit {getDigit = 8},Question),(SudokuDigit {getDigit = 0},Answer)],[(SudokuDigit {getDigit = 3},Question),(SudokuDigit {getDigit = 4},Question),(SudokuDigit {getDigit = 2},Question),(SudokuDigit {getDigit = 1},Question),(SudokuDigit {getDigit = 9},Question),(SudokuDigit {getDigit = 8},Question),(SudokuDigit {getDigit = 5},Question),(SudokuDigit {getDigit = 0},Answer),(SudokuDigit {getDigit = 6},Question)],[(SudokuDigit {getDigit = 0},Answer),(SudokuDigit {getDigit = 8},Question),(SudokuDigit {getDigit = 0},Answer),(SudokuDigit {getDigit = 0},Answer),(SudokuDigit {getDigit = 2},Question),(SudokuDigit {getDigit = 6},Question),(SudokuDigit {getDigit = 1},Question),(SudokuDigit {getDigit = 9},Question),(SudokuDigit {getDigit = 3},Question)]]	2025-01-07 12:57:46.194835 UTC	2025-01-07 12:58:04.156995 UTC	17.96217s
